Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2004-10-05,0.5909463167190552,0.5954491873212122,0.5763860748270286,0.578787539012871,406162400
2004-10-06,0.6100085973739624,0.6118098958300443,0.592446676423971,0.5928972390200143,446303200
2004-10-07,0.5946986079216003,0.6143619375130529,0.5922971435702423,0.6085082303775354,426148800
2004-10-08,0.5862929821014404,0.5969504696726246,0.5829903924488613,0.5937983848793608,359228800
2004-10-11,0.5792379975318909,0.586292835900844,0.5733842918518418,0.5823901316406088,323870400
2004-10-12,0.5747349858283997,0.5790883020320878,0.5651282305194756,0.5778871194335906,460191200
2004-10-13,0.5966493487358093,0.5967998034403269,0.5814897972443571,0.5834407483578825,1163008000
2004-10-14,0.6751522421836853,0.6867099518335688,0.6386776644761079,0.6482844726579489,2768427200
2004-10-15,0.6829575896263123,0.6846084330689494,0.6632943157237824,0.6736516924524468,1031128000
2004-10-18,0.7167304158210754,0.7167304158210754,0.6709491564247252,0.6709491564247252,1200752000
2004-10-19,0.7117772102355957,0.7257364327874875,0.7101254648446109,0.7219841330024714,801992800
2004-10-20,0.7125275731086731,0.7144785237968859,0.7002191985677756,0.7081742576156375,605108000
2004-10-21,0.7195818424224854,0.7224338689223438,0.7108761098152229,0.7126774582697843,724505600
2004-10-22,0.7116266489028931,0.7155293527278546,0.7057729438757154,0.7135784016271048,483067200
2004-10-25,0.7137281894683838,0.718081456602434,0.7065236974458934,0.7084746489150082,392644000
2004-10-26,0.7200324535369873,0.7212335863945609,0.7050225013415525,0.7122269437174815,594361600
2004-10-27,0.7550057768821716,0.7598096071210056,0.7230349694747855,0.7281380057604929,1193494400
2004-10-28,0.7833746671676636,0.7838252297198692,0.7429982402929018,0.7502026818940948,864264800
2004-10-29,0.7865270376205444,0.7985353123215355,0.7775212449320827,0.7781214106647634,810219200
2004-11-01,0.7872774004936218,0.7994353243626653,0.7811236370610061,0.7880280207511199,602050400
2004-11-02,0.8030379414558411,0.8117436230588395,0.78652675136902,0.78652675136902,729988000
2004-11-03,0.8302066326141357,0.8422140514582197,0.8103928534062245,0.8160969560291593,1204173600
2004-11-04,0.8172972202301025,0.8338084103063935,0.8160969393038302,0.8260038036540159,928625600
2004-11-05,0.8213505148887634,0.8255533272729279,0.7811236894002161,0.8234519210808456,1205047200
2004-11-08,0.8162464499473572,0.8323079274082398,0.8084417940764989,0.8145955565831208,526920800
2004-11-09,0.8112939596176147,0.8187985085431944,0.8012365904779639,0.8139955310968826,475764800
2004-11-10,0.821800947189331,0.8314069015879404,0.8091925120354937,0.8097926274153849,508676000
2004-11-11,0.8300562500953674,0.8320072015622613,0.81399562081621,0.824802709547973,407299200
2004-11-12,0.8330578804016113,0.8359099069131251,0.8231518667023582,0.8257029837500485,395701600
2004-11-15,0.8291560411453247,0.8324577787574529,0.8156465278610489,0.8285550738966111,376045600
2004-11-16,0.8246523141860962,0.8285550691259462,0.81774792951466,0.8279549035043631,295103200
2004-11-17,0.8240522742271423,0.8323082978684853,0.8138452986809416,0.8284055423334902,397751200
2004-11-18,0.8314071297645569,0.8323082049081088,0.8148959360512832,0.8150463908000231,459149600
2004-11-19,0.8281053304672241,0.8542224792736209,0.8180479598323582,0.8329083086275879,765279200
2004-11-22,0.9208675026893616,0.9606437732211471,0.8690829081816058,0.9276214835050518,2568210400
2004-11-23,0.9196664690971375,0.9373787488763589,0.9163646806616804,0.935126887278531,911450400
2004-11-24,0.9613939523696899,0.9786558099585692,0.9238687587935122,0.9259701143217638,1390788000
2004-11-26,0.9688997268676758,0.9870618145600251,0.9657476422536929,0.9809072483561454,550144000
2004-11-29,1.027288556098938,1.0442494083756408,1.0118280425877157,1.0349435604393433,1712916800
2004-11-30,1.006424069404602,1.0325419675079213,1.006424069404602,1.0325419675079213,1028518400
2004-12-01,1.0175318717956543,1.0199333351596034,0.9947164667942228,1.0175318717956543,800553600
2004-12-02,0.9788058996200562,1.0041732845826383,0.9705507777889717,0.9926154727200847,987442400
2004-12-03,0.940830409526825,0.9756533306778731,0.9268712403107956,0.9685984435720597,1238848800
2004-12-06,0.9873620867729187,0.9942664728997433,0.9448833381141128,0.9643961649984001,1247920800
2004-12-07,0.9439828991889954,1.0016211431212725,0.9390294662108079,0.9896128207499085,1056899200
2004-12-08,0.9498363137245178,0.9670980723329524,0.9313742241993114,0.9468346347076704,691902400
2004-12-09,0.9604939818382263,0.9666477456543365,0.9316744107591537,0.9427816072440082,741501600
2004-12-10,0.9779052734375,0.9914139314435195,0.9711504935212918,0.976103925311027,775773600
2004-12-13,0.9743029475212097,0.9891632485388783,0.9696496217470495,0.9849604353227108,395040800
2004-12-14,0.9800066351890564,0.9888628710706776,0.9759534265243631,0.9816575787232834,415721600
2004-12-15,0.9795563817024231,0.9825588631988128,0.9705506406635757,0.9792562738369283,398361600
2004-12-16,0.999670147895813,1.0131788085530242,0.9914141260171395,0.9929153666539204,1126115200
2004-12-17,0.97550368309021,1.0062740959562189,0.9741528475261514,1.0032716156623644,783496000
2004-12-20,0.9414310455322266,0.9906636702376815,0.9270212573284107,0.9827085565045901,1168126400
2004-12-21,0.9559899568557739,0.9571910892458515,0.9246193288008846,0.9540390060228041,1064414400
2004-12-22,0.9568915367126465,0.9660477831961334,0.9516379953742055,0.9555407005192512,565829600
2004-12-23,0.9607939124107361,0.9643957068119143,0.9546393481065277,0.9568912086038898,245929600
2004-12-27,0.9480348825454712,0.9779051734104337,0.943832071356704,0.972651634373744,559490400
2004-12-28,0.9633452296257019,0.9643959578472068,0.9313744737270405,0.9501366760588187,611755200
2004-12-29,0.9672477841377258,0.9753532995442207,0.9541896385933736,0.9577914329992588,449562400
2004-12-30,0.9726518988609314,0.9761040908941359,0.9639461663624748,0.972801501865273,345340800
2004-12-31,0.966647744178772,0.9756535845691203,0.9610941960462974,0.9740027409575779,278588800
2005-01-03,0.9499871730804443,0.977305408295613,0.9396296931974683,0.9723519747297537,691992000
2005-01-04,0.9597432017326355,0.9827082111828486,0.9451830139883148,0.9574913411947528,1096810400
2005-01-05,0.9681490063667297,0.9794067079174211,0.9613942251115902,0.9675479890554849,680433600
2005-01-06,0.9688997268676758,0.9743028710503754,0.9505872345275346,0.9707002739137596,705555200
2005-01-07,1.0394463539123535,1.0451504066772985,0.9719012507072167,0.9756535504681108,2227450400
2005-01-10,1.035094141960144,1.0612113438355522,1.0188830053824913,1.0481522919844974,1725309600
2005-01-11,0.9690491557121277,1.037945093531346,0.962744987617291,1.0244364338789755,2611627200
2005-01-12,0.9825587272644043,0.9891630032478483,0.9501365609656731,0.9824083226421046,1919702400
2005-01-13,1.0477023124694824,1.1170487598940544,1.0466516846319442,1.1063912752805383,3164716800
2005-01-14,1.0537056922912598,1.07652110081781,1.0385460892284675,1.0544563125382267,1770742400
2005-01-18,1.0604605674743652,1.061211187788281,1.0169311024591348,1.048452245698946,1006460000
2005-01-19,1.0489028692245483,1.07261850561829,1.046951917541293,1.0580591153447756,751895200
2005-01-20,1.0576082468032837,1.0697669704040877,1.0427487536586941,1.0454503248259113,914922400
2005-01-21,1.0580588579177856,1.074719700670888,1.050703962246997,1.0703672858431443,911332800
2005-01-24,1.0621118545532227,1.077422671615224,1.0589597689740962,1.0654144450291878,841629600
2005-01-25,1.0814744234085083,1.0933322380895085,1.0648135815417825,1.071267452048077,969231200
2005-01-26,1.084477186203003,1.0919816864136047,1.0690166712484124,1.090630950525886,739496800
2005-01-27,1.090330958366394,1.094533771522962,1.0739702182917268,1.0831256634268493,496227200
2005-01-28,1.110444188117981,1.110444188117981,1.0873286617195626,1.0900310360685244,801612000
2005-01-31,1.1542730331420898,1.1691333282038647,1.1183994820451997,1.1194502099788604,1681097600
2005-02-01,1.1637296676635742,1.1673322645167725,1.149470286104472,1.1565251753778647,678395200
2005-02-02,1.1952509880065918,1.1994538011813756,1.166131303475576,1.1700340087549188,1020062400
2005-02-03,1.1679325103759766,1.1922491629870775,1.1607280179042427,1.1872957299650926,731651200
2005-02-04,1.1833927631378174,1.184743599028867,1.163729538581461,1.1688333755453817,563556000
2005-02-07,1.1848942041397095,1.1910479680740331,1.1632799262269993,1.1847436993047502,524456800
2005-02-08,1.2143137454986572,1.2215182367302446,1.1826421010248254,1.186845013168495,890019200
2005-02-09,1.181891679763794,1.2306746880203219,1.1722857232388597,1.2164153061470544,1191456000
2005-02-10,1.1761884689331055,1.1899972374101107,1.1506714864721828,1.1815916125373742,1093019200
2005-02-11,1.2189669609069824,1.2272221794366196,1.1848939560053882,1.1987027216196657,1201054400
2005-02-14,1.270301103591919,1.272702567205788,1.231575473708785,1.2417816439662592,1271463200
2005-02-15,1.327039361000061,1.3370958299442444,1.2908648911713672,1.3007717571010962,2312217600
2005-02-16,1.3528562784194946,1.3539069062860887,1.3111281652813969,1.323136486076116,1639243200
2005-02-17,1.3180335760116577,1.364114112102669,1.3126296303237528,1.3606619196895464,1518473600
2005-02-18,1.303023338317871,1.3187838571914183,1.2946177148915878,1.3169826092273853,1163254400
2005-02-22,1.2802082300186157,1.3253885416192162,1.2802082300186157,1.2953678354233797,1219293600
2005-02-23,1.3243377208709717,1.3276394081264165,1.284110845136606,1.3016719134204597,1345181600
2005-02-24,1.3348443508148193,1.3405476007119455,1.316831973172682,1.328089671622921,1519028000
2005-02-25,1.3357449769973755,1.349554546476772,1.3237366557109436,1.3452013296045444,915510400
2005-02-28,1.3467024564743042,1.3551080802592559,1.3196842368756176,1.3412984117428088,651610400
2005-03-01,1.3358951807022095,1.3542068658804407,1.32568820934683,1.350605071456861,468188000
